eff_category,business_segment,to_norm,labels,Résultat 1,Siren
0.0,20,0.1390350215655734,4,-30016.0,327310777
4.0,30,0.14416015440830002,3,339850.0,327356267
7.5,15,0.13845887264010381,2,-71595.0,327374054
1.5,13,0.13845887264010381,0,-71595.0,327374054
4.0,22,0.1394540629002646,2,225.0,327396552
4.0,18,0.14082170817299655,2,98924.0,327503470
4.0,18,0.14082170817299655,2,98924.0,327503470
0.0,16,0.14308882142355578,4,262535.0,327654620
7.5,15,0.1413879772508541,2,139790.0,327832291
4.0,22,0.13952769755694094,2,5539.0,327881058
4.0,26,0.1396131104330706,1,11703.0,327887535
7.5,15,0.14001136667460887,2,40444.0,327920542
7.5,15,0.14274252791489972,2,237544.0,327944021
7.5,19,0.13996031848582535,2,36760.0,328015771
4.0,18,0.14019602144217924,2,53770.0,328045497
0.0,16,0.13957454715690756,4,8920.0,328088760
7.5,31,0.13945482502034687,3,280.0,328410071
7.5,23,0.13890659740334602,2,-39284.0,328429626
1.5,13,0.14020380892374718,0,54332.0,328468186
7.5,19,0.139912914616708,2,33339.0,328499249
7.5,19,0.139912914616708,2,33339.0,328499249
1.5,17,0.139912914616708,4,33339.0,328499249
7.5,15,0.1395097946633719,2,4247.0,328540505
7.5,23,0.14028193316054455,2,59970.0,328885223
4.0,30,0.1394609912646489,3,725.0,328897244
7.5,15,0.1404304495794864,2,70688.0,328899141
4.0,30,0.13947055240749923,3,1415.0,328960091
7.5,19,0.14002877072594225,2,41700.0,328973060
0.0,28,0.14170197072475058,1,162450.0,329001614
4.0,30,0.14170197072475058,3,162450.0,329001614
0.0,28,0.14170197072475058,1,162450.0,329001614
0.0,24,0.1398354693596203,1,27750.0,329025837
0.0,8,0.1407983457282927,0,97238.0,329034706
0.0,28,0.14064130742115816,1,85905.0,329060412
7.5,19,0.13949291716773174,2,3029.0,329107296
7.5,27,0.13946591040336176,3,1080.0,329109151
1.5,13,0.14021036315645474,0,54805.0,329117956
1.5,29,0.1388553690770885,1,-42981.0,329198998
4.0,18,0.13996631844938218,2,37193.0,329199806
1.5,13,0.13944846478184209,0,-179.0,329200703
4.0,30,0.13963156759579035,3,13035.0,329222764
7.5,31,0.13951095862858848,3,4331.0,329224646
0.0,12,0.13950638590809483,0,4001.0,329244495
0.0,16,0.1414714224714986,4,145812.0,329285688
0.0,20,0.13945761022282935,4,481.0,329312672
1.5,13,0.1394635963296574,0,913.0,329313688
4.0,14,0.13936375859887964,0,-6292.0,329416614
7.5,15,0.13963978463595014,2,13628.0,329532485
0.0,28,0.1402896236450111,1,60525.0,329532758
1.5,29,0.14023457086161348,1,56552.0,329543995
7.5,23,0.13948309274703483,2,2320.0,329554331
0.0,20,0.13948309274703483,4,2320.0,329554331
1.5,21,0.13948309274703483,4,2320.0,329554331
4.0,14,0.14520759839264719,0,415441.0,329572374
4.0,14,0.14520759839264719,0,415441.0,329572374
4.0,14,0.13917048494601522,0,-20240.0,329625578
4.0,22,0.13971929454562435,2,19366.0,329627475
4.0,14,0.13942339795949968,0,-1988.0,329665160
7.5,15,0.13909369095517965,2,-25782.0,329679666
0.0,12,0.13909369095517965,0,-25782.0,329679666
1.5,17,0.13981122008427524,4,26000.0,329746333
7.5,15,0.14136946466121927,2,138454.0,329777833
7.5,15,0.1385620636992436,2,-64148.0,329778286
1.5,17,0.14056474899471164,4,80380.0,329789382
0.0,16,0.14056474899471164,4,80380.0,329789382
4.0,18,0.13962886553368048,2,12840.0,329789606
0.0,12,0.1462848482005756,0,493183.0,329925150
4.0,30,0.14917112166270213,3,701477.0,329934889
0.0,28,0.14917112166270213,1,701477.0,329934889
0.0,28,0.14917112166270213,1,701477.0,329934889
7.5,15,0.13891183524682055,2,-38906.0,329989537
4.0,30,0.13935766163822147,3,-6732.0,330064460
4.0,26,0.13960336915274627,1,11000.0,330138355
0.0,16,0.1390629567307709,4,-28000.0,330211442
1.5,17,0.13987825893805772,4,30838.0,330329285
7.5,23,0.1507878693485072,2,818153.0,330465550
7.5,15,0.13931919535915982,2,-9508.0,330515735
4.0,22,0.13925259992069794,2,-14314.0,330526922
4.0,14,0.1394231208249243,0,-2008.0,330556697
7.5,23,0.13906689204174116,2,-27716.0,330607946
1.5,21,0.13906689204174116,4,-27716.0,330607946
7.5,31,0.1406828083238201,3,88900.0,330713645
0.0,16,0.13962391868151008,4,12483.0,330815796
4.0,14,0.13967270822350433,0,16004.0,330826645
0.0,16,0.139429966048936,4,-1514.0,330840836
0.0,16,0.139429966048936,4,-1514.0,330840836
4.0,18,0.14150936219486704,2,148550.0,330882333
0.0,16,0.14150936219486704,4,148550.0,330882333
7.5,27,0.13935979557445183,3,-6578.0,331025197
4.0,30,0.13966004317340983,3,15090.0,331121046
7.5,31,0.1387452219401069,3,-50930.0,331173153
7.5,19,0.142013151282707,2,184907.0,331180588
1.5,25,0.13990956128834597,1,33097.0,331277343
4.0,22,0.13975882779280116,2,22219.0,331347831
7.5,15,0.13937488555208083,2,-5489.0,331356451
4.0,30,0.13987925662252906,3,30910.0,331377796
1.5,13,0.13969620923549586,0,17700.0,331477356
7.5,19,0.13874493094880277,2,-50951.0,331500835
7.5,31,0.13968966885951709,3,17228.0,331502039
7.5,23,0.14080065980199705,2,97405.0,331517375
0.0,28,0.13916617550336818,1,-20551.0,331518811
4.0,22,0.13957116611508802,2,8676.0,331648212
4.0,18,0.13914149666943132,2,-22332.0,331706747
7.5,15,0.1376387621479343,2,-130780.0,331733014
4.0,26,0.14000445216695334,1,39945.0,331800334
1.5,21,0.1394925846062413,4,3005.0,331803486
7.5,19,0.1394608942675475,2,718.0,331901538
4.0,14,0.13940937494998587,0,-3000.0,332088798
4.0,30,0.14111777103986642,3,120290.0,332319599
1.5,21,0.140686646637689,4,89177.0,332374826
0.0,28,0.1433331155517462,1,280165.0,332456052
0.0,28,0.1393656292572634,1,-6157.0,332554559
7.5,19,0.14243896855776603,2,215637.0,332555614
0.0,24,0.13933126456991726,1,-8637.0,332605476
7.5,23,0.13905828701317588,2,-28337.0,332619816
0.0,16,0.1394783398890672,4,1977.0,332626803
4.0,30,0.13968632938788386,3,16987.0,332678457
4.0,26,0.14064538129941612,1,86199.0,332736511
0.0,24,0.14064538129941612,1,86199.0,332736511
4.0,30,0.14019097759290747,3,53406.0,332758671
4.0,18,0.1397511234516058,2,21663.0,332759430
1.5,17,0.1397511234516058,4,21663.0,332759430
4.0,30,0.13933029459890348,3,-8707.0,332773340
7.5,27,0.14054410246884644,3,78890.0,332775873
1.5,25,0.1390075298156965,1,-32000.0,332777085
7.5,15,0.14020502831587883,2,54420.0,332864255
